time,up,down
0.03599999999999781,0,2
0.03200000000000003,319,2
0.03200000000000003,1,4
0.036000000000001364,1,0
0.03200000000000003,2,1
0.03200000000000003,5,1
0.03599999999999781,7,2
0.03200000000000003,2,2
0.03200000000000003,0,4
0.036000000000001364,2,22
0.03200000000000003,1,1
0.03200000000000003,1,0
0.03200000000000003,0,2
0.036000000000001364,0,0
0.03200000000000003,0,1
0.03200000000000003,907,0
0.03599999999999781,0,1
0.03200000000000003,16,2
0.03200000000000003,16,0
0.036000000000001364,1,1
0.03200000000000003,1,1
0.03200000000000003,0,2
0.03599999999999781,1,2
0.03200000000000003,2,1
0.03200000000000003,1,1
0.036000000000001364,5,4
0.03200000000000003,161,11
0.03200000000000003,159,33
0.036000000000001364,22,20
0.03200000000000003,0,1073
0.03200000000000003,2,26
0.03599999999999781,5,95
0.03200000000000003,1,0
0.03200000000000003,3,2
0.036000000000001364,21,12
0.03200000000000003,6,1
0.03200000000000003,1,0
0.03200000000000003,1,10
0.03599999999999781,8,22
0.03200000000000003,23,64
0.03200000000000003,26,147
0.036000000000001364,3,35
0.03200000000000003,2,5
0.03200000000000003,1044,15
0.036000000000001364,0,6
0.03200000000000003,43,125
0.03200000000000003,27,236
0.03599999999999781,12,77
0.03200000000000003,9,40
0.03200000000000003,1,1
0.036000000000001364,1,3
0.03200000000000003,3,0
0.03200000000000003,1,0
0.03599999999999781,2,14
0.03200000000000003,2,2
0.03200000000000003,0,2
0.036000000000001364,1,1
0.03200000000000003,0,929
0.03200000000000003,0,2
0.036000000000001364,1,0
0.03200000000000003,0,0
0.03200000000000003,3,0
0.03200000000000003,2,16
0.03599999999999781,2,4
0.03200000000000003,28,0
0.03200000000000003,45,5
0.036000000000001364,58,2
0.03200000000000003,2,2
0.03200000000000003,2,11
0.03599999999999781,29,80
0.03200000000000003,4,57
0.03200000000000003,0,572
0.036000000000001364,40,3
0.03200000000000003,22,6
0.03200000000000003,6,4
0.036000000000001364,1,0
0.03200000000000003,1,2
0.03200000000000003,1,20
0.03599999999999781,6,5
0.03200000000000003,3,1
0.03200000000000003,0,1
0.036000000000001364,0,4
0.03200000000000003,3,9
0.03200000000000003,0,2
0.03599999999999781,484,0
0.03200000000000003,18,0
0.03200000000000003,7,4
0.03200000000000003,6,3
0.036000000000001364,3,2
0.03200000000000003,2,0
0.03200000000000003,0,1
0.036000000000001364,1,1
0.03200000000000003,1,4
0.03200000000000003,2,0
0.03599999999999781,4,1
0.03200000000000003,1,0
0.03200000000000003,0,0
0.036000000000001364,38,2
0.03200000000000003,990,3
0.03200000000000003,1,0
0.03599999999999781,0,0
0.03200000000000003,10,121
0.03200000000000003,13,103
0.036000000000001364,4,3
0.03200000000000003,1,1
0.03200000000000003,1,1054
0.036000000000001364,8,1
0.03200000000000003,31,8
0.03200000000000003,9,0
0.03599999999999781,1,1
0.03200000000000003,1,3
0.03200000000000003,0,1
0.03200000000000003,1025,0
0.036000000000001364,2,5
0.03200000000000003,0,1
0.03200000000000003,1,2
0.03599999999999781,5,3
0.03200000000000003,7,1
0.03200000000000003,13,2
0.036000000000001364,3,925
0.03200000000000003,2,12
0.03200000000000003,14,42
0.036000000000001364,7,13
0.03200000000000003,3,11
0.03200000000000003,5,3
0.03599999999999781,2,8
0.03200000000000003,963,9
0.03200000000000003,4,4
0.036000000000001364,1,13
0.03200000000000003,4,41
0.03200000000000003,7,30
0.03599999999999781,10,30
0.03200000000000003,2,11
0.03200000000000003,1,1
0.036000000000001364,2,0
0.03200000000000003,1,1
0.03200000000000003,1,0
0.03200000000000003,13,29
0.036000000000001364,10,91
0.03200000000000003,0,1
0.03200000000000003,37,815
0.03599999999999781,111,50
0.03200000000000003,41,10
0.03200000000000003,2,1
0.036000000000001364,1,1
0.03200000000000003,2,1
0.03200000000000003,0,0
0.03599999999999781,1,13
0.03200000000000003,10,16
0.03200000000000003,1,1
0.036000000000001364,0,1
0.03200000000000003,11,1
0.03200000000000003,36,5
0.036000000000001364,217,16
0.03200000000000003,35,3
0.03200000000000003,0,1
0.03599999999999781,1,4
0.03200000000000003,28,76
0.03200000000000003,48,192
0.036000000000001364,4,14
0.03200000000000003,2,2
0.03200000000000003,82,8
0.03200000000000003,27,9
0.03599999999999781,0,1
0.03200000000000003,1,11
0.03200000000000003,8,105
0.036000000000001364,10,5
0.03200000000000003,33,10
0.03200000000000003,71,28
0.036000000000001364,5,8
0.03200000000000003,41,51
0.03200000000000003,10,23
0.03599999999999781,2,1
0.03200000000000003,7,16
0.03200000000000003,913,16
0.036000000000001364,0,4
0.03200000000000003,1,3
0.03200000000000003,3,1
0.03599999999999781,83,23
0.03200000000000003,280,55
0.03200000000000003,30,8
0.036000000000001364,0,987
0.03200000000000003,0,3
0.03200000000000003,3,18
0.036000000000001364,1,3
0.03200000000000003,0,1
0.03200000000000003,3,0
0.03200000000000003,2,2
0.03599999999999781,2,3
0.03200000000000003,46,4
0.03200000000000003,47,2
0.036000000000001364,26,3
0.03200000000000003,2,1
0.03200000000000003,17,99
0.03599999999999781,11,32
0.03200000000000003,1118,24
0.03200000000000003,2,2
0.036000000000001364,56,7
0.03200000000000003,10,2
0.03200000000000003,0,0
0.036000000000001364,1,0
0.03200000000000003,1,3
0.03200000000000003,38,984
0.03599999999999781,44,1
0.03200000000000003,1,3
0.03200000000000003,2,40
0.036000000000001364,6,55
0.03200000000000003,3,3
0.03200000000000003,1,5
0.03599999999999781,809,3
0.03200000000000003,86,10
0.03200000000000003,36,4
0.03200000000000003,0,2
0.036000000000001364,7,80
0.03200000000000003,27,226
0.03200000000000003,19,26
0.036000000000001364,0,804
0.03200000000000003,3,1
0.03200000000000003,3,1
0.03599999999999781,2,34
0.03200000000000003,8,99
0.03200000000000003,11,35
0.036000000000001364,3,3
0.03200000000000003,4,0
0.03200000000000003,3,0
0.03599999999999781,3,2
0.03200000000000003,1,2
0.03200000000000003,2,0
0.036000000000001364,6,1
0.03200000000000003,0,1
0.03200000000000003,0,561
0.036000000000001364,1,2
0.03200000000000003,2,3
0.03200000000000003,3,2
0.03599999999999781,39,3
0.03200000000000003,66,26
0.03200000000000003,252,5
0.03200000000000003,2,0
0.036000000000001364,3,2
0.03200000000000003,4,14
0.03200000000000003,12,16
0.03599999999999781,1,1
0.03200000000000003,0,1
0.03200000000000003,0,2
0.036000000000001364,1,2
0.03200000000000003,2,1
0.03200000000000003,7,4
0.036000000000001364,3,2
0.03200000000000003,0,3
0.03200000000000003,2,2
0.03599999999999781,3,3
0.03200000000000003,10,6
0.03200000000000003,62,6
0.036000000000001364,3,1
0.03200000000000003,0,0
0.03200000000000003,5,4
0.03599999999999781,23,135
0.03200000000000003,0,15
0.03200000000000003,2,0
0.036000000000001364,3,1
0.03200000000000003,0,3
0.03200000000000003,1,0
0.03200000000000003,1,1
0.036000000000001364,27,13
0.03200000000000003,1088,8
0.03200000000000003,0,1
0.03599999999999781,16,101
0.03200000000000003,10,53
0.03200000000000003,7,25
0.036000000000001364,4,3
0.03200000000000003,9,2
0.03200000000000003,60,10
0.03599999999999781,78,26
0.03200000000000003,2,0
0.03200000000000003,1,2
0.036000000000001364,1,5
0.03200000000000003,1,0
0.03200000000000003,21,4
0.036000000000001364,64,1014
0.03200000000000003,86,4
0.03200000000000003,1,0
0.03599999999999781,0,0
0.03200000000000003,0,0
0.03200000000000003,1,0
0.036000000000001364,2,0
0.03200000000000003,891,4
0.03200000000000003,1,2
0.03200000000000003,2,2
0.03599999999999781,6,2
0.03200000000000003,0,0
0.03200000000000003,1,2
0.036000000000001364,1,0
0.03200000000000003,112,806
0.03200000000000003,242,66
0.036000000000001364,270,51
0.03200000000000003,1,1
0.03200000000000003,52,289
0.03599999999999781,52,233
0.03200000000000003,53,228
0.03200000000000003,5,56
0.036000000000001364,0,2
0.03200000000000003,0,1
0.03200000000000003,1,2
0.03599999999999781,5,18
0.03200000000000003,1,8
0.03200000000000003,25,45
0.036000000000001364,12,53
0.03200000000000003,0,1
0.03200000000000003,1,1
0.036000000000001364,1,1
0.03200000000000003,2,0
0.03200000000000003,0,0
0.03599999999999781,0,0
0.03200000000000003,3,248
0.03200000000000003,1,6
0.03200000000000003,2,0
0.036000000000001364,2,1
0.03200000000000003,1,1
0.03200000000000003,10,1
0.03599999999999781,502,2
0.03200000000000003,1,0
0.03200000000000003,0,0
0.036000000000001364,4,4
0.03200000000000003,44,241
0.03200000000000003,36,241
0.036000000000001364,1,2
0.03200000000000003,40,14
0.03200000000000003,67,23
0.03599999999999781,4,2
0.03200000000000003,2,1
0.03200000000000003,4,51
0.036000000000001364,7,31
0.03200000000000003,1,38
0.03200000000000003,891,0
0.03599999999999781,0,0
0.03200000000000003,6,0
0.03200000000000003,8,5
0.036000000000001364,0,2
0.03200000000000003,2,0
0.03200000000000003,0,4
0.03200000000000003,3,1076
0.036000000000001364,2,14
0.03200000000000003,2,0
0.031999999999996476,0,0
0.036000000000001364,0,1
0.03200000000000003,1,0
0.03200000000000003,0,1
0.036000000000001364,1072,2
0.03200000000000003,2,6
0.03200000000000003,0,3
0.03599999999999781,4,1
0.03200000000000003,4,2
0.03200000000000003,0,1
0.036000000000001364,3,1
0.03200000000000003,6,2
0.03200000000000003,2,2
0.036000000000001364,1,0
0.03200000000000003,0,1
0.031999999999996476,0,2
0.036000000000001364,1,1
0.03200000000000003,1,1
0.03200000000000003,8,1033
0.036000000000001364,61,8
0.03200000000000003,10,4
0.03200000000000003,6,0
0.03200000000000003,14,2
0.03599999999999781,1,4
0.03200000000000003,23,73
0.03200000000000003,4,8
0.036000000000001364,0,0
0.03200000000000003,1,1
0.03200000000000003,0,1
0.036000000000001364,1,0
0.031999999999996476,1,1
0.03200000000000003,2,1
0.036000000000001364,74,0
0.03200000000000003,1,3
0.03200000000000003,3,1
0.036000000000001364,1,3
0.03200000000000003,1,0
0.03200000000000003,1,1
0.03599999999999781,0,1
0.03200000000000003,2,1
0.03200000000000003,1,2
0.036000000000001364,5,13
0.03200000000000003,1,3
0.03200000000000003,1,6
0.036000000000001364,0,15
0.031999999999996476,5,24
0.03200000000000003,1,396
0.03200000000000003,0,1
0.036000000000001364,0,3
0.03200000000000003,3,1
0.03200000000000003,23,3
0.036000000000001364,2,2
0.03200000000000003,365,1
0.03200000000000003,2,1
0.03599999999999781,6,42
0.03200000000000003,15,47
0.03200000000000003,6,28
0.036000000000001364,5,1
0.03200000000000003,19,2
0.03200000000000003,25,5
0.03599999999999781,1,3
0.03200000000000358,6,26
0.031999999999996476,14,64
0.036000000000001364,0,2
0.03200000000000358,3,3
0.031999999999996476,1,8
0.036000000000001364,0,1
0.031999999999996476,0,0
0.03200000000000358,0,3
0.036000000000001364,0,1
0.031999999999996476,0,0
0.03200000000000358,0,0
0.031999999999996476,1,3
0.036000000000001364,879,2
0.031999999999996476,2,0
0.03200000000000358,0,0
0.036000000000001364,0,0
0.031999999999996476,0,1
0.03200000000000358,2,1
0.036000000000001364,1,1
0.031999999999996476,2,1014
0.03200000000000358,2,7
0.03599999999999426,2,7
0.03200000000000358,0,0
0.031999999999996476,1,5
0.036000000000001364,0,1
0.03200000000000358,3,1
0.031999999999996476,1090,3
0.036000000000001364,0,1
0.031999999999996476,0,0
0.03200000000000358,4,6
0.036000000000001364,0,0
0.031999999999996476,0,1
0.03200000000000358,0,0
0.036000000000001364,19,1041
0.031999999999996476,18,2
0.03200000000000358,1,1
0.031999999999996476,0,1
0.036000000000001364,1,1
0.031999999999996476,1,1
0.03200000000000358,2,3
0.036000000000001364,855,0
0.031999999999996476,54,5
0.03200000000000358,6,3
0.03599999999999426,30,2
0.03200000000000358,147,15
0.031999999999996476,31,4
0.036000000000001364,7,6
0.03200000000000358,137,1317
0.031999999999996476,116,537
0.036000000000001364,52,203
0.03200000000000358,88,301
0.031999999999996476,276,921
0.036000000000001364,711,1720
0.031999999999996476,954,2677
0.03200000000000358,39,2349
0.036000000000001364,2847,2975
0.031999999999996476,7863,1513
0.03200000000000358,3387,370
0.03599999999999426,143,605
0.03200000000000358,100,53
0.031999999999996476,123,110
0.03200000000000358,175,78
0.036000000000001364,180,49
0.031999999999996476,130,59
0.03200000000000358,104,35
0.036000000000001364,53,23
0.031999999999996476,29,34
0.03200000000000358,25,52
0.03599999999999426,32,59
0.03200000000000358,55,56
0.031999999999996476,63,65
0.036000000000001364,68,84
0.03200000000000358,70,69
0.031999999999996476,69,102
0.036000000000001364,62,106
0.031999999999996476,68,76
0.03200000000000358,71,129
0.036000000000001364,97,167
0.031999999999996476,107,122
0.03200000000000358,112,228
0.036000000000001364,95,218
0.031999999999996476,115,174
0.03200000000000358,93,225
0.03599999999999426,61,166
0.03200000000000358,46,97
0.031999999999996476,22,90
0.03200000000000358,17,10
0.036000000000001364,3,4
0.031999999999996476,1,2
0.03200000000000358,3,4
0.03599999999999426,2,1
0.03200000000000358,0,1
0.031999999999996476,0,5
0.036000000000001364,0,5
0.03200000000000358,1,0
0.031999999999996476,1,0
0.036000000000001364,3,9
0.03200000000000358,0,3
0.031999999999996476,0,3
0.036000000000001364,0,3
0.031999999999996476,0,9
0.03200000000000358,2,3
0.036000000000001364,1,11
0.031999999999996476,2,1
0.03200000000000358,3,4
0.03599999999999426,3,0
0.03200000000000358,1,1
0.031999999999996476,5,8
0.036000000000001364,7,5
0.03200000000000358,0,1
0.031999999999996476,2,2
0.03200000000000358,3,2
0.036000000000001364,2,2
0.031999999999996476,9,0
0.03200000000000358,0,2
0.03599999999999426,1,0
0.03200000000000358,4,1
0.031999999999996476,1,3
0.036000000000001364,2,1
0.03200000000000358,2,0
0.031999999999996476,1,3
0.036000000000001364,3,0
0.031999999999996476,0,1
0.03200000000000358,0,1
0.036000000000001364,1,2
0.031999999999996476,0,2
0.03200000000000358,0,0
0.036000000000001364,0,2
0.031999999999996476,0,0
0.03200000000000358,1,1
0.03599999999999426,0,0
0.03200000000000358,0,1
0.031999999999996476,0,1
0.036000000000001364,0,0
0.03200000000000358,2,1
0.032999999999994145,0,0
0.03100000000000591,0,0
0.03599999999999426,0,1
0.03200000000000358,0,0
0.031999999999996476,0,1
0.036000000000001364,3,1
0.03300000000000125,0,0
0.030999999999998806,0,0
0.036000000000001364,0,0
0.03200000000000358,1,1
0.031999999999996476,0,0
0.036000000000001364,0,1
